"year","iso_code","country_code","country_or_subregion","total_cases"
2012,"GUY",328,"Guyana",2189
2012,"HTI",332,"Haiti",240
2012,"HND",340,"Honduras",15554
2012,"JAM",388,"Jamaica",4670
2012,"MTQ",474,"Martinique",1511
2012,"MEX",484,"Mexico",165749
2012,"MSR",500,"Montserrat",0
2012,"NIC",558,"Nicaragua",30210
2012,"PAN",591,"Panama",1194
2012,"PRY",600,"Paraguay",39063
2012,"PER",604,"Peru",30919
2012,"PRI",630,"Puerto Rico",11774
2012,"BLM",652,"Saint Barthelemy",40
2012,"KNA",659,"Saint Kitts and Nevis",2
2012,"LCA",662,"Saint Lucia",10
2012,"MAF",663,"Saint Martin",372
2012,"VCT",670,"Saint Vincent and the Grenadines",91
2012,"SXM",534,"Sint Maarten",NA
2012,"SUR",740,"Suriname",781
2012,"TTO",780,"Trinidad and Tobago",0
2012,"TCA",796,"Turks and Caicos Islands",14
2012,"USA",840,"United States of America",186
2012,"URY",858,"Uruguay",0
2012,"VEN",862,"Venezuela",49502
2012,"VGB",92,"Virgin Islands (UK)",12
2012,"VIR",850,"Virgin Islands (US)",4
2012,NA,NA,"Total",1164366
2013,"AIA",660,"Anguilla",8
2013,"ATG",28,"Antigua and Barbuda",3
2013,"ARG",32,"Argentina",9294
2013,"ABW",533,"Aruba",528
2013,"BHS",44,"Bahamas",3
2013,"BRB",52,"Barbados",2848
2013,"BLZ",84,"Belize",2690
2013,"BMU",60,"Bermuda",1
2013,"BOL",68,"Bolivia",13050
2013,NA,NA,"Bonaire, Saint Eustatius and Saba",444
2013,"BRA",76,"Brazil",1473645
2013,"CAN",124,"Canada",0
2013,"CYM",136,"Cayman Islands",69
2013,"CHL",152,"Chile",44
2013,"COL",170,"Colombia",126425
2013,"CRI",188,"Costa Rica",49993
2013,"CUB",192,"Cuba",0
2013,"CUW",531,"Curaçao",568
2013,"DMA",212,"Dominica",197
2013,"DOM",214,"Dominican Republic",16503
2013,"ECU",218,"Ecuador",11662
2013,"SLV",222,"El Salvador",28877
2013,"GUF",254,"French Guiana",16263
2013,"GRD",308,"Grenada",155
2013,"GLP",312,"Guadeloupe",12706
2013,"GTM",320,"Guatemala",11703
2013,"GUY",328,"Guyana",1120
2013,"HTI",332,"Haiti",0
2013,"HND",340,"Honduras",39201
2013,"JAM",388,"Jamaica",861
2013,"MTQ",474,"Martinique",7040
2013,"MEX",484,"Mexico",231498
2013,"MSR",500,"Montserrat",6
2013,"NIC",558,"Nicaragua",77179
2013,"PAN",591,"Panama",4774
2013,"PRY",600,"Paraguay",144470
2013,"PER",604,"Peru",13771
2013,"PRI",630,"Puerto Rico",18164
2013,"BLM",652,"Saint Barthelemy",966
2013,"KNA",659,"Saint Kitts and Nevis",100
2013,"LCA",662,"Saint Lucia",234
2013,"MAF",663,"Saint Martin",3095
2013,"VCT",670,"Saint Vincent and the Grenadines",127
2013,"SXM",534,"Sint Maarten",NA
2013,"SUR",740,"Suriname",21
2013,"TTO",780,"Trinidad and Tobago",0
2013,"TCA",796,"Turks and Caicos Islands",5
2013,"USA",840,"United States of America",543
2013,"URY",858,"Uruguay",0
2013,"VEN",862,"Venezuela",63726
2013,"VGB",92,"Virgin Islands (UK)",223
2013,"VIR",850,"Virgin Islands (US)",0
2013,NA,NA,"Total",2384803
2014,"AIA",660,"Anguilla",86
2014,"ATG",28,"Antigua and Barbuda",37
2014,"ARG",32,"Argentina",3270
2014,"ABW",533,"Aruba",400
2014,"BHS",44,"Bahamas",146
2014,"BRB",52,"Barbados",2689
2014,"BLZ",84,"Belize",2633
2014,"BMU",60,"Bermuda",1
2014,"BOL",68,"Bolivia",22625
2014,NA,NA,"Bonaire, Saint Eustatius and Saba",NA
2014,"BRA",76,"Brazil",591080
2014,"CAN",124,"Canada",0
2014,"CYM",136,"Cayman Islands",124
2014,"CHL",152,"Chile",30
2014,"COL",170,"Colombia",107975
2014,"CRI",188,"Costa Rica",11140
2014,"CUB",192,"Cuba",2522
2014,"CUW",531,"Curaçao",194
2014,"DMA",212,"Dominica",189
2014,"DOM",214,"Dominican Republic",6274
2014,"ECU",218,"Ecuador",15531
2014,"SLV",222,"El Salvador",53460
2014,"GUF",254,"French Guiana",1180
2014,"GRD",308,"Grenada",39
2014,"GLP",312,"Guadeloupe",1397
2014,"GTM",320,"Guatemala",19797
2014,"GUY",328,"Guyana",863
2014,"HTI",332,"Haiti",NA
2014,"HND",340,"Honduras",42753
2014,"JAM",388,"Jamaica",880
2014,"MTQ",474,"Martinique",1680
2014,"MEX",484,"Mexico",124943
2014,"MSR",500,"Montserrat",17
2014,"NIC",558,"Nicaragua",35425
2014,"PAN",591,"Panama",5517
2014,"PRY",600,"Paraguay",10014
2014,"PER",604,"Peru",19043
2014,"PRI",630,"Puerto Rico",8880
2014,"BLM",652,"Saint Barthelemy",56
2014,"KNA",659,"Saint Kitts and Nevis",75
2014,"LCA",662,"Saint Lucia",167
2014,"MAF",663,"Saint Martin",404
2014,"VCT",670,"Saint Vincent and the Grenadines",117
2014,"SXM",534,"Sint Maarten",31
2014,"SUR",740,"Suriname",23
2014,"TTO",780,"Trinidad and Tobago",148
2014,"TCA",796,"Turks and Caicos Islands",252
2014,"USA",840,"United States of America",668
2014,"URY",858,"Uruguay",0
2014,"VEN",862,"Venezuela",87529
2014,"VGB",92,"Virgin Islands (UK)",239
2014,"VIR",850,"Virgin Islands (US)",19
2014,NA,NA,"Total",1182562
2015,"AIA",660,"Anguilla",8
2015,"ATG",28,"Antigua and Barbuda",14
2015,"ARG",32,"Argentina",4774
2015,"ABW",533,"Aruba",335
2015,"BHS",44,"Bahamas",10
2015,"BRB",52,"Barbados",503
2015,"BLZ",84,"Belize",2381
2015,"BMU",60,"Bermuda",0
2015,"BOL",68,"Bolivia",27099
2015,NA,NA,"Bonaire, Saint Eustatius and Saba",NA
2015,"BRA",76,"Brazil",1649008
2015,"CAN",124,"Canada",0
2015,"CYM",136,"Cayman Islands",40
2015,"CHL",152,"Chile",40
2015,"COL",170,"Colombia",96444
2015,"CRI",188,"Costa Rica",17394
2015,"CUB",192,"Cuba",1691
2015,"CUW",531,"Curaçao",0
2015,"DMA",212,"Dominica",38
2015,"DOM",214,"Dominican Republic",17048
2015,"ECU",218,"Ecuador",42473
2015,"SLV",222,"El Salvador",50169
2015,"GUF",254,"French Guiana",2603
2015,"GRD",308,"Grenada",25
2015,"GLP",312,"Guadeloupe",201
2015,"GTM",320,"Guatemala",18058
2015,"GUY",328,"Guyana",388
2015,"HTI",332,"Haiti",130
2015,"HND",340,"Honduras",44834
2015,"JAM",388,"Jamaica",88
2015,"MTQ",474,"Martinique",207
2015,"MEX",484,"Mexico",219593
2015,"MSR",500,"Montserrat",0
2015,"NIC",558,"Nicaragua",49326
2015,"PAN",591,"Panama",3347
2015,"PRY",600,"Paraguay",68652
2015,"PER",604,"Peru",35837
2015,"PRI",630,"Puerto Rico",1867
2015,"BLM",652,"Saint Barthelemy",428
2015,"KNA",659,"Saint Kitts and Nevis",5
2015,"LCA",662,"Saint Lucia",25
2015,"MAF",663,"Saint Martin",436
2015,"VCT",670,"Saint Vincent and the Grenadines",13
2015,"SXM",534,"Sint Maarten",13
2015,"SUR",740,"Suriname",15
2015,"TTO",780,"Trinidad and Tobago",1687
2015,"TCA",796,"Turks and Caicos Islands",331
2015,"USA",840,"United States of America",945
2015,"URY",858,"Uruguay",13
2015,"VEN",862,"Venezuela",54152
2015,"VGB",92,"Virgin Islands (UK)",103
2015,"VIR",850,"Virgin Islands (US)",3
2015,NA,NA,"Total",2412794
2016,"AIA",660,"Anguilla",50
2016,"ATG",28,"Antigua and Barbuda",103
2016,"ARG",32,"Argentina",79455
2016,"ABW",533,"Aruba",1319
2016,"BHS",44,"Bahamas",82
2016,"BRB",52,"Barbados",1732
2016,"BLZ",84,"Belize",2659
2016,"BMU",60,"Bermuda",2
2016,"BOL",68,"Bolivia",32386
2016,NA,NA,"Bonaire, Saint Eustatius and Saba",NA
2016,"BRA",76,"Brazil",2220482
2016,"CAN",124,"Canada",0
2016,"CYM",136,"Cayman Islands",150
2016,"CHL",152,"Chile",33
2016,"COL",170,"Colombia",101016
2016,"CRI",188,"Costa Rica",23319
2016,"CUB",192,"Cuba",1836
2016,"CUW",531,"Curaçao",0
2016,"DMA",212,"Dominica",351
2016,"DOM",214,"Dominican Republic",6645
2016,"ECU",218,"Ecuador",14159
2016,"SLV",222,"El Salvador",8789
2016,"GUF",254,"French Guiana",522
2016,"GRD",308,"Grenada",151
2016,"GLP",312,"Guadeloupe",177
2016,"GTM",320,"Guatemala",8844
2016,"GUY",328,"Guyana",303
2016,"HTI",332,"Haiti",NA
2016,"HND",340,"Honduras",22961
2016,"JAM",388,"Jamaica",2297
2016,"MTQ",474,"Martinique",158
2016,"MEX",484,"Mexico",130069
2016,"MSR",500,"Montserrat",25
2016,"NIC",558,"Nicaragua",88463
2016,"PAN",591,"Panama",7884
2016,"PRY",600,"Paraguay",70215
2016,"PER",604,"Peru",31868
2016,"PRI",630,"Puerto Rico",168
2016,"BLM",652,"Saint Barthelemy",78
2016,"KNA",659,"Saint Kitts and Nevis",136
2016,"LCA",662,"Saint Lucia",196
2016,"MAF",663,"Saint Martin",350
2016,"VCT",670,"Saint Vincent and the Grenadines",89
2016,"SXM",534,"Sint Maarten",11
2016,"SUR",740,"Suriname",6
2016,"TTO",780,"Trinidad and Tobago",1801
2016,"TCA",796,"Turks and Caicos Islands",484
2016,"USA",840,"United States of America",990
2016,"URY",858,"Uruguay",1769
2016,"VEN",862,"Venezuela",29268
2016,"VGB",92,"Virgin Islands (UK)",100
2016,"VIR",850,"Virgin Islands (US)",11
2016,NA,NA,"Total",2893962
2017,"AIA",660,"Anguilla",22
2017,"ATG",28,"Antigua and Barbuda",1
2017,"ARG",32,"Argentina",557
2017,"ABW",533,"Aruba",1734
2017,"BHS",44,"Bahamas",14
2017,"BRB",52,"Barbados",597
2017,"BLZ",84,"Belize",1627
2017,"BMU",60,"Bermuda",0
2017,"BOL",68,"Bolivia",9239
2017,NA,NA,"Bonaire, Saint Eustatius and Saba",NA
2017,"BRA",76,"Brazil",505239
2017,"CAN",124,"Canada",0
2017,"CYM",136,"Cayman Islands",31
2017,"CHL",152,"Chile",10
2017,"COL",170,"Colombia",25284
2017,"CRI",188,"Costa Rica",5561
2017,"CUB",192,"Cuba",1248
2017,"CUW",531,"Curaçao",0
2017,"DMA",212,"Dominica",33
2017,"DOM",214,"Dominican Republic",1363
2017,"ECU",218,"Ecuador",11387
2017,"SLV",222,"El Salvador",4297
2017,"GUF",254,"French Guiana",625
2017,"GRD",308,"Grenada",239
2017,"GLP",312,"Guadeloupe",540
2017,"GTM",320,"Guatemala",4214
2017,"GUY",328,"Guyana",4
2017,"HTI",332,"Haiti",NA
2017,"HND",340,"Honduras",5217
2017,"JAM",388,"Jamaica",215
2017,"MTQ",474,"Martinique",113
2017,"MEX",484,"Mexico",89893
2017,"MSR",500,"Montserrat",0
2017,"NIC",558,"Nicaragua",64712
2017,"PAN",591,"Panama",9077
2017,"PRY",600,"Paraguay",1832
2017,"PER",604,"Peru",76093
2017,"PRI",630,"Puerto Rico",0
2017,"BLM",652,"Saint Barthelemy",55
2017,"KNA",659,"Saint Kitts and Nevis",10
2017,"LCA",662,"Saint Lucia",66
2017,"MAF",663,"Saint Martin",197
2017,"VCT",670,"Saint Vincent and the Grenadines",3
2017,"SXM",534,"Sint Maarten",0
2017,"SUR",740,"Suriname",1
2017,"TTO",780,"Trinidad and Tobago",300
2017,"TCA",796,"Turks and Caicos Islands",210
2017,"USA",840,"United States of America",453
2017,"URY",858,"Uruguay",0
2017,"VEN",862,"Venezuela",8615
2017,"VGB",92,"Virgin Islands (UK)",67
2017,"VIR",850,"Virgin Islands (US)",1
2017,NA,NA,"Total",830996
2018,"AIA",660,"Anguilla",1
2018,"ATG",28,"Antigua and Barbuda",8
2018,"ARG",32,"Argentina",1829
2018,"ABW",533,"Aruba",9
2018,"BHS",44,"Bahamas",10
2018,"BRB",52,"Barbados",67
2018,"BLZ",84,"Belize",1322
2018,"BMU",60,"Bermuda",0
2018,"BOL",68,"Bolivia",7727
2018,NA,NA,"Bonaire, Saint Eustatius and Saba",0
2018,"BRA",76,"Brazil",462326
2018,"CAN",124,"Canada",0
2018,"CYM",136,"Cayman Islands",24
2018,"CHL",152,"Chile",18
2018,"COL",170,"Colombia",44825
2018,"CRI",188,"Costa Rica",2735
2018,"CUB",192,"Cuba",2128
2018,"CUW",531,"Curaçao",0
2018,"DMA",212,"Dominica",45
2018,"DOM",214,"Dominican Republic",1558
2018,"ECU",218,"Ecuador",3072
2018,"SLV",222,"El Salvador",8448
2018,"GUF",254,"French Guiana",240
2018,"GRD",308,"Grenada",463
2018,"GLP",312,"Guadeloupe",438
2018,"GTM",320,"Guatemala",6830
2018,"GUY",328,"Guyana",286
2018,"HTI",332,"Haiti",90
2018,"HND",340,"Honduras",7942
2018,"JAM",388,"Jamaica",986
2018,"MTQ",474,"Martinique",73
2018,"MEX",484,"Mexico",78621
2018,"MSR",500,"Montserrat",1
2018,"NIC",558,"Nicaragua",58746
2018,"PAN",591,"Panama",6908
2018,"PRY",600,"Paraguay",32359
2018,"PER",604,"Peru",6930
2018,"PRI",630,"Puerto Rico",0
2018,"BLM",652,"Saint Barthelemy",0
2018,"KNA",659,"Saint Kitts and Nevis",6
2018,"LCA",662,"Saint Lucia",90
2018,"MAF",663,"Saint Martin",104
2018,"VCT",670,"Saint Vincent and the Grenadines",4
2018,"SXM",534,"Sint Maarten",29
2018,"SUR",740,"Suriname",123
2018,"TTO",780,"Trinidad and Tobago",123
2018,"TCA",796,"Turks and Caicos Islands",2
2018,"USA",840,"United States of America",331
2018,"URY",858,"Uruguay",0
2018,"VEN",862,"Venezuela",19118
2018,"VGB",92,"Virgin Islands (UK)",60
2018,"VIR",850,"Virgin Islands (US)",0
2018,NA,NA,"Total",757055
2019,"AIA",660,"Anguilla",6
2019,"ATG",28,"Antigua and Barbuda",1223
2019,"ARG",32,"Argentina",3220
2019,"ABW",533,"Aruba",106
2019,"BHS",44,"Bahamas",27
2019,"BRB",52,"Barbados",117
2019,"BLZ",84,"Belize",3636
2019,"BMU",60,"Bermuda",2
2019,"BOL",68,"Bolivia",19987
2019,NA,NA,"Bonaire, Saint Eustatius and Saba",0
2019,"BRA",76,"Brazil",2248570
2019,"CAN",124,"Canada",0
2019,"CYM",136,"Cayman Islands",133
2019,"CHL",152,"Chile",29
2019,"COL",170,"Colombia",127553
2019,"CRI",188,"Costa Rica",9400
2019,"CUB",192,"Cuba",3259
2019,"CUW",531,"Curaçao",0
2019,"DMA",212,"Dominica",1066
2019,"DOM",214,"Dominican Republic",20183
2019,"ECU",218,"Ecuador",8416
2019,"SLV",222,"El Salvador",27470
2019,"GUF",254,"French Guiana",250
2019,"GRD",308,"Grenada",106
2019,"GLP",312,"Guadeloupe",3230
2019,"GTM",320,"Guatemala",50432
2019,"GUY",328,"Guyana",230
2019,"HTI",332,"Haiti",93
2019,"HND",340,"Honduras",132143
2019,"JAM",388,"Jamaica",7555
2019,"MTQ",474,"Martinique",1530
2019,"MEX",484,"Mexico",268458
2019,"MSR",500,"Montserrat",1
2019,"NIC",558,"Nicaragua",186173
2019,"PAN",591,"Panama",9448
2019,"PRY",600,"Paraguay",11811
2019,"PER",604,"Peru",17143
2019,"PRI",630,"Puerto Rico",37
2019,"BLM",652,"Saint Barthelemy",11
2019,"KNA",659,"Saint Kitts and Nevis",46
2019,"LCA",662,"Saint Lucia",20
2019,"MAF",663,"Saint Martin",260
2019,"VCT",670,"Saint Vincent and the Grenadines",11
2019,"SXM",534,"Sint Maarten",8
2019,"SUR",740,"Suriname",86
2019,"TTO",780,"Trinidad and Tobago",416
2019,"TCA",796,"Turks and Caicos Islands",19
2019,"USA",840,"United States of America",1158
2019,"URY",858,"Uruguay",0
2019,"VEN",862,"Venezuela",16015
2019,"VGB",92,"Virgin Islands (UK)",78
2019,"VIR",850,"Virgin Islands (US)",0
2019,NA,NA,"Total",3181171
2020,"AIA",660,"Anguilla",6
2020,"ATG",28,"Antigua and Barbuda",407
2020,"ARG",32,"Argentina",59358
2020,"ABW",533,"Aruba",11
2020,"BHS",44,"Bahamas",3
2020,"BRB",52,"Barbados",1352
2020,"BLZ",84,"Belize",1069
2020,"BMU",60,"Bermuda",0
2020,"BOL",68,"Bolivia",111347
2020,NA,NA,"Bonaire, Saint Eustatius and Saba",0
2020,"BRA",76,"Brazil",1467142
2020,"CAN",124,"Canada",0
2020,"CYM",136,"Cayman Islands",35
2020,"CHL",152,"Chile",9
2020,"COL",170,"Colombia",78979
2020,"CRI",188,"Costa Rica",10056
2020,"CUB",192,"Cuba",1418
2020,"CUW",531,"Curaçao",0
2020,"DMA",212,"Dominica",88
2020,"DOM",214,"Dominican Republic",3964
2020,"ECU",218,"Ecuador",19950
2020,"SLV",222,"El Salvador",5450
2020,"GUF",254,"French Guiana",8759
2020,"GRD",308,"Grenada",253
2020,"GLP",312,"Guadeloupe",19407
2020,"GTM",320,"Guatemala",5983
2020,"GUY",328,"Guyana",1724
2020,"HTI",332,"Haiti",1783
2020,"HND",340,"Honduras",25180
2020,"JAM",388,"Jamaica",898
2020,"MTQ",474,"Martinique",32398
2020,"MEX",484,"Mexico",120639
2020,"MSR",500,"Montserrat",0
2020,"NIC",558,"Nicaragua",53953
2020,"PAN",591,"Panama",3939
2020,"PRY",600,"Paraguay",223782
2020,"PER",604,"Peru",56394
2020,"PRI",630,"Puerto Rico",914
2020,"BLM",652,"Saint Barthelemy",1616
2020,"KNA",659,"Saint Kitts and Nevis",20
2020,"LCA",662,"Saint Lucia",1318
2020,"MAF",663,"Saint Martin",2736
2020,"VCT",670,"Saint Vincent and the Grenadines",1603
2020,"SXM",534,"Sint Maarten",9
2020,"SUR",740,"Suriname",563
2020,"TTO",780,"Trinidad and Tobago",59
2020,"TCA",796,"Turks and Caicos Islands",142
2020,"USA",840,"United States of America",307
2020,"URY",858,"Uruguay",4
2020,"VEN",862,"Venezuela",6721
2020,"VGB",92,"Virgin Islands (UK)",44
2020,"VIR",850,"Virgin Islands (US)",0
2020,NA,NA,"Total",2331792
2021,"ATG",28,"Antigua and Barbuda",46
2021,"ARG",32,"Argentina",3972
2021,"ABW",533,"Aruba",4
2021,"BRB",52,"Barbados",448
2021,"BLZ",84,"Belize",3104
2021,"BMU",60,"Bermuda",0
2021,"BOL",68,"Bolivia",8947
2021,"BRA",76,"Brazil",975474
2021,"CAN",124,"Canada",0
2021,"CYM",136,"Cayman Islands",1
2021,"CHL",152,"Chile",0
2021,"COL",170,"Colombia",53334
2021,"CRI",188,"Costa Rica",5174
2021,"CUB",192,"Cuba",1160
2021,"DMA",212,"Dominica",65
2021,"DOM",214,"Dominican Republic",3746
2021,"ECU",218,"Ecuador",20592
2021,"SLV",222,"El Salvador",5752
2021,"GUF",254,"French Guiana",1756
2021,"GRD",308,"Grenada",230
2021,"GLP",312,"Guadeloupe",540
2021,"GTM",320,"Guatemala",2861
2021,"GUY",328,"Guyana",4380
2021,"HTI",332,"Haiti",6298
2021,"HND",340,"Honduras",19753
2021,"JAM",388,"Jamaica",96
2021,"MTQ",474,"Martinique",1073
2021,"MEX",484,"Mexico",36742
2021,"MSR",500,"Montserrat",3
2021,"NIC",558,"Nicaragua",36741
2021,"PAN",591,"Panama",3095
2021,"PRY",600,"Paraguay",16897
2021,"PER",604,"Peru",49274
2021,"PRI",630,"Puerto Rico",636
2021,"BLM",652,"Saint Barthelemy",70
2021,"KNA",659,"Saint Kitts and Nevis",0
2021,"LCA",662,"Saint Lucia",39
2021,"MAF",663,"Saint Martin",172
2021,"VCT",670,"Saint Vincent and the Grenadines",152
2021,"SUR",740,"Suriname",10
2021,"TTO",780,"Trinidad and Tobago",20
2021,"TCA",796,"Turks and Caicos Islands",4
2021,"USA",840,"United States of America",114
2021,"URY",858,"Uruguay",52
2021,"VEN",862,"Venezuela",5926
2021,"VGB",92,"Virgin Islands (UK)",14
2021,"VIR",850,"Virgin Islands (US)",0
2021,NA,NA,"Total",1268767
2022,"ATG",28,"Antigua and Barbuda",4
2022,"ARG",32,"Argentina",750
2022,"ABW",533,"Aruba",11
2022,"BRB",52,"Barbados",339
2022,"BLZ",84,"Belize",5080
2022,"BMU",60,"Bermuda",0
2022,"BOL",68,"Bolivia",16544
2022,"BRA",76,"Brazil",2363490
2022,"CAN",124,"Canada",0
2022,"CYM",136,"Cayman Islands",2
2022,"CHL",152,"Chile",0
2022,"COL",170,"Colombia",69497
2022,"CRI",188,"Costa Rica",7485
2022,"CUB",192,"Cuba",3036
2022,"DMA",212,"Dominica",28
2022,"DOM",214,"Dominican Republic",10784
2022,"ECU",218,"Ecuador",16017
2022,"SLV",222,"El Salvador",16542
2022,"GUF",254,"French Guiana",NA
2022,"GRD",308,"Grenada",286
2022,"GLP",312,"Guadeloupe",790
2022,"GTM",320,"Guatemala",8407
2022,"GUY",328,"Guyana",382
2022,"HTI",332,"Haiti",3316
2022,"HND",340,"Honduras",25337
2022,"JAM",388,"Jamaica",100
2022,"MTQ",474,"Martinique",360
2022,"MEX",484,"Mexico",59918
2022,"MSR",500,"Montserrat",9
2022,"NIC",558,"Nicaragua",97541
2022,"PAN",591,"Panama",11172
2022,"PRY",600,"Paraguay",7428
2022,"PER",604,"Peru",72851
2022,"PRI",630,"Puerto Rico",1023
2022,"BLM",652,"Saint Barthelemy",93
2022,"KNA",659,"Saint Kitts and Nevis",1
2022,"LCA",662,"Saint Lucia",15
2022,"MAF",663,"Saint Martin",35
2022,"VCT",670,"Saint Vincent and the Grenadines",16
2022,"SUR",740,"Suriname",17
2022,"TTO",780,"Trinidad and Tobago",52
2022,"TCA",796,"Turks and Caicos Islands",3
2022,"USA",840,"United States of America",1156
2022,"URY",858,"Uruguay",80
2022,"VEN",862,"Venezuela",11409
2022,"VGB",92,"Virgin Islands (UK)",27
2022,"VIR",850,"Virgin Islands (US)",0
2022,NA,NA,"Total",2811433
